chr1 441689 441791 423317
chr1 441689 441791 412119
chr1 441689 441791 405616
chr1 441689 441791 405608
chr1 441689 441791 350584
chr1 441689 441791 320757
chr1 441689 441791 312516
chr1 441689 441791 312493
chr1 441689 441791 312472
chr1 441689 441791 308123
chr1 441689 441791 305794
chr1 441689 441791 303724
chr1 441689 441791 301350
chr1 441689 441791 294858
chr1 441689 441791 291982
chr1 441689 441791 272922
chr1 441689 441791 267827
chr1 441689 441791 212914
chr1 441689 441791 207205
chr1 441689 441791 203131
chr1 441689 441791 182568
chr1 441689 441791 174436
chr1 441689 441791 109453
chr1 441689 441791 62222
chr1 441689 441791 18675
chr1 441689 441791 18690
chr1 565650 566101 41817
chr1 565650 566101 35053
chr1 565650 566101 32772
chr1 565650 566101 1260
chr1 569900 570002 52052
chr1 713250 714752 57720
chr1 713250 714752 57697
chr1 713250 714752 57676
chr1 713250 714752 57670
chr1 713250 714752 53320
chr1 713250 714752 49723
chr1 713250 714752 27854
chr1 713250 714752 12945
chr1 777150 777452 28130
chr1 834220 834322 22038
chr1 834220 834322 21937
chr1 840150 840252 13663
chr1 840150 840252 14821
chr1 911739 911841 181
chr1 913662 914573 2901
chr1 948000 950452 4391
chr1 1009303 1010148 0
chr1 1124708 1124960 9773
chr1 1293227 1294044 3600
chr1 1293227 1294044 3583
chr1 1293227 1294044 3373
chr1 1293227 1294044 2831
chr1 1293227 1294044 2335
chr1 1293227 1294044 2335
chr1 1293227 1294044 0
chr1 1293227 1294044 0
chr1 1295225 1295427 1731
chr1 1367209 1367761 11676
chr1 1367209 1367761 10937
chr1 1367209 1367761 10569
chr1 1367209 1367761 10385
chr1 1367209 1367761 10060
chr1 1839789 1840852 9385
chr1 1839789 1840852 9846
chr1 1839789 1840852 9857
chr1 1839789 1840852 9857
chr1 1839789 1840852 9858
chr1 1839789 1840852 9861
chr1 1839789 1840852 17991
chr1 1839789 1840852 18517
chr1 1839789 1840852 46303
chr1 1839789 1840852 50694
chr1 1839789 1840852 50696
chr1 1839789 1840852 57114
chr1 1981500 1982502 59132
chr1 1981500 1982502 46347
chr1 1981500 1982502 46224
chr1 1981500 1982502 46224
chr1 1981500 1982502 34531
chr1 1981500 1982502 410
chr1 1981500 1982502 0
chr1 2078809 2078911 2091
chr1 2144568 2144670 555
chr1 2266448 2266851 8316
chr1 2266448 2266851 16446
chr1 2266448 2266851 17409
chr1 2313780 2313932 18713
chr1 2454900 2458497 3188
chr1 2524300 2524402 183
chr1 2524300 2524402 0
chr1 2524300 2524402 0
chr1 2524300 2524402 1111
chr1 2529349 2529451 13390
chr1 2573283 2575002 8865
chr1 2729140 2729343 22860
chr1 2729140 2729343 2221
chr1 2949650 2950199 28117
chr1 2949650 2950199 28398
chr1 2949650 2950199 28897
chr1 2949650 2950199 30048
chr1 2949650 2950199 30152
chr1 2949650 2950199 34135
chr1 2949650 2950199 34803
chr1 2949650 2950199 100075
chr1 3233050 3233552 6390
chr1 3565973 3566802 18535
chr1 3636750 3636902 5888
chr1 4002917 4003019 6022
chr1 4002917 4003019 232941
chr1 4769100 4769445 156895
chr1 5065350 5066058 84902
chr1 6097476 6097727 69106
chr1 6258100 6260188 69498
chr1 6258100 6260188 66301
chr1 6258100 6260188 53936
chr1 6453400 6454552 22140
chr1 6453400 6454552 25412
chr1 6453400 6454552 25416
chr1 6453400 6454552 25426
chr1 6453400 6454552 25428
chr1 6453400 6454552 30179
chr1 6843716 6846802 47877
chr1 7029243 7029345 44995
chr1 7605002 7606369 155523
chr1 7605002 7606369 155188
chr1 7605002 7606369 103388
chr1 7763850 7765752 8946
chr1 7763850 7765752 4918
chr1 7763850 7765752 2820
chr1 7886700 7887752 25344
chr1 7886700 7887752 25740
chr1 7886700 7887752 25821
chr1 8079000 8079202 3307
chr1 8085441 8086543 31981
chr1 8229786 8230138 50452
chr1 9064429 9065381 34574
chr1 9188800 9189702 59137
chr1 9188800 9189702 59025
chr1 9188800 9189702 58890
chr1 9188800 9189702 57014
chr1 9188800 9189702 56476
chr1 9188800 9189702 55619
chr1 9188800 9189702 40298
chr1 9188800 9189702 40284
chr1 9188800 9189702 40263
chr1 9242120 9242667 20012
chr1 9599250 9600852 35720
chr1 9718298 9718400 4285
chr1 10092575 10094596 20244
chr1 10753416 10755152 10481
chr1 10999971 11000530 7398
chr1 10999971 11000530 9279
chr1 10999971 11000530 23729
chr1 10999971 11000530 35743
chr1 11072211 11073952 20357
chr1 11119550 11121952 16295
chr1 11119550 11121952 12270
