chr1	14404	29570	GC.chr1_14404_29570_-	0	-	pseudogene	WASH7P	ENSG00000227232.4	ENST00000488147.1
chr1	16849	18372	ENSG00000234769	0	-	GERST_PG	N	PGOHUM00000262408	PGOHUM00000262408
chr1	34554	36081	GC.chr1_34554_36081_-	0	-	lincRNA	FAM138A	ENSG00000237613.2	ENST00000417324.1
chr1	35245	36073	GC.chr1_35245_36073_-	0	-	lincRNA	FAM138A	ENSG00000237613.2	ENST00000461467.1
chr1	89295	120932	GC.chr1_89295_120932_-	0	-	lincRNA	RP11-34P13.7	ENSG00000238009.2	ENST00000466430.1
chr1	89551	91105	GC.chr1_89551_91105_-	0	-	lincRNA	RP11-34P13.8	ENSG00000239945.1	ENST00000495576.1
chr1	92230	129217	GC.chr1_92230_129217_-	0	-	lincRNA	RP11-34P13.7	ENSG00000238009.2	ENST00000477740.1
chr1	110953	129173	GC.chr1_110953_129173_-	0	-	lincRNA	RP11-34P13.7	ENSG00000238009.2	ENST00000471248.1
chr1	120820	129196	ENSG00000250210	0	-	GERST_PG	N	PGOHUM00000259439	PGOHUM00000259439
chr1	129081	133566	GC.chr1_129081_133566_-	0	-	lincRNA	RP11-34P13.7	ENSG00000238009.2	ENST00000453576.2
chr1	135141	135895	GC.chr1_135141_135895_-	0	-	pseudogene	RP11-34P13.15	ENSG00000268903.1	ENST00000494149.2
chr1	137682	137965	GC.chr1_137682_137965_-	0	-	pseudogene	RP11-34P13.16	ENSG00000269981.1	ENST00000595919.1
chr1	139790	140339	GC.chr1_139790_140339_-	0	-	antisense	RP11-34P13.14	ENSG00000239906.1	ENST00000493797.1
chr1	141474	149707	GC.chr1_141474_149707_-	0	-	processed_transcript	RP11-34P13.13	ENSG00000241860.2	ENST00000484859.1
chr1	142808	146831	GC.chr1_142808_146831_-	0	-	processed_transcript	RP11-34P13.13	ENSG00000241860.2	ENST00000490997.1
chr1	146386	173862	GC.chr1_146386_173862_-	0	-	processed_transcript	RP11-34P13.13	ENSG00000241860.2	ENST00000466557.2
chr1	165889	168767	GC.chr1_165889_168767_-	0	-	processed_transcript	RP11-34P13.13	ENSG00000241860.2	ENST00000491962.1
chr1	227615	234484	GC.chr1_227615_234484_-	0	-	lincRNA	AP006222.2	ENSG00000228463.4	ENST00000442116.1
chr1	227895	238558	GC.chr1_227895_238558_-	0	-	lincRNA	AP006222.2	ENSG00000228463.4	ENST00000448958.1
chr1	228319	228775	GC.chr1_228319_228775_-	0	-	pseudogene	AP006222.1	ENSG00000241670.2	ENST00000450734.1
chr1	236112	267253	GC.chr1_236112_267253_-	0	-	lincRNA	AP006222.2	ENSG00000228463.4	ENST00000424587.2
chr1	257268	259121	GC.chr1_257268_259121_-	0	-	lincRNA	AP006222.2	ENSG00000228463.4	ENST00000335577.4
chr1	329431	332236	GC.chr1_329431_332236_-	0	-	pseudogene	CICP7	ENSG00000233653.3	ENST00000432723.3
chr1	379105	379467	GC.chr1_379105_379467_-	0	-	pseudogene	WBP1LP7	ENSG00000269732.1	ENST00000437905.2
chr1	453633	460480	GC.chr1_453633_460480_-	0	-	lincRNA	RP4-669L17.2	ENSG00000236601.1	ENST00000450983.1
chr1	453827	460465	GC.chr1_453827_460465_-	0	-	lincRNA	RP4-669L17.2	ENSG00000236601.1	ENST00000412666.1
chr1	521369	523833	GC.chr1_521369_523833_-	0	-	lincRNA	RP5-857K21.1	ENSG00000231709.1	ENST00000417636.1
chr1	529833	530597	GC.chr1_529833_530597_-	0	-	lincRNA	RP5-857K21.3	ENSG00000239664.2	ENST00000440196.2
chr1	529839	532878	GC.chr1_529839_532878_-	0	-	lincRNA	RP5-857K21.3	ENSG00000239664.2	ENST00000357876.5
chr1	562757	564390	GC.chr1_562757_564390_-	0	-	lincRNA	RP5-857K21.5	ENSG00000223659.1	ENST00000452176.1
chr1	621059	622053	GC.chr1_621059_622053_-	0	-	protein_coding	OR4F16	ENSG00000185097.2	ENST00000332831.2
chr1	637316	655530	GC.chr1_637316_655530_-	0	-	lincRNA	RP5-857K21.4	ENSG00000230021.2	ENST00000441245.1
chr1	639065	655574	GC.chr1_639065_655574_-	0	-	lincRNA	RP5-857K21.4	ENSG00000230021.2	ENST00000419394.1
chr1	646722	655580	GC.chr1_646722_655580_-	0	-	lincRNA	RP5-857K21.4	ENSG00000230021.2	ENST00000414688.1
chr1	647190	655553	ENSG00000250210	0	-	GERST_PG	N	PGOHUM00000259442	PGOHUM00000259442
chr1	655438	659930	GC.chr1_655438_659930_-	0	-	lincRNA	RP5-857K21.4	ENSG00000230021.2	ENST00000447954.1
chr1	661611	663527	GC.chr1_661611_663527_-	0	-	pseudogene	RP11-206L10.1	ENSG00000224956.5	ENST00000506640.1
chr1	677193	685396	GC.chr1_677193_685396_-	0	-	lincRNA	RP11-206L10.3	ENSG00000235373.1	ENST00000416385.1
chr1	694412	700305	GC.chr1_694412_700305_-	0	-	lincRNA	RP11-206L10.5	ENSG00000240618.1	ENST00000417659.1
chr1	803451	812283	GC.chr1_803451_812283_-	0	-	lincRNA	FAM41C	ENSG00000230368.2	ENST00000446136.1
chr1	803620	805581	GC.chr1_803620_805581_-	0	-	lincRNA	FAM41C	ENSG00000230368.2	ENST00000432963.1
chr1	803783	812182	GC.chr1_803783_812182_-	0	-	lincRNA	FAM41C	ENSG00000230368.2	ENST00000427857.1
chr1	852250	855072	GC.chr1_852250_855072_-	0	-	lincRNA	RP11-54O7.3	ENSG00000223764.1	ENST00000417705.1
chr1	852750	853914	GC.chr1_852750_853914_-	0	-	lincRNA	RP11-54O7.3	ENSG00000223764.1	ENST00000432961.1
chr1	910584	917473	GC.chr1_910584_917473_-	0	-	protein_coding	C1orf170	ENSG00000187642.5	ENST00000341290.2
