chr1 441689 441791 429820
chr1 441689 441791 429679
chr1 441689 441791 428707
chr1 441689 441791 412135
chr1 441689 441791 411422
chr1 441689 441791 389216
chr1 441689 441791 378741
chr1 441689 441791 372598
chr1 441689 441791 310664
chr1 441689 441791 281243
chr1 441689 441791 123969
chr1 441689 441791 121527
chr1 441689 441791 121527
chr1 441689 441791 121354
chr1 441689 441791 120808
chr1 441689 441791 119611
chr1 441689 441791 119017
chr1 441689 441791 117828
chr1 441689 441791 115593
chr1 441689 441791 111905
chr1 441689 441791 107563
chr1 441689 441791 107560
chr1 441689 441791 107533
chr1 441689 441791 74049
chr1 441689 441791 2324
chr1 441689 441791 9097
chr1 441689 441791 11427
chr1 441689 441791 17866
chr1 441689 441791 29181
chr1 565650 566101 42641
chr1 565650 566101 42602
chr1 565650 566101 1208
chr1 567550 567652 486
chr1 569900 570002 985
chr1 569900 570002 824
chr1 569900 570002 40221
chr1 713250 714752 55778
chr1 713250 714752 16959
chr1 726650 726902 13255
chr1 726650 726902 13278
chr1 726650 726902 13411
chr1 761271 761423 8520
chr1 834220 834322 25548
chr1 840150 840252 0
chr1 840150 840252 6564
chr1 840150 840252 9300
chr1 840150 840252 20009
chr1 840150 840252 20279
chr1 840150 840252 20867
chr1 840150 840252 25441
chr1 894150 896352 19495
chr1 894150 896352 18424
chr1 894150 896352 17694
chr1 894150 896352 16667
chr1 894150 896352 16604
chr1 986281 986433 3981
chr1 1092519 1094434 10304
chr1 1092519 1094434 14831
chr1 1124708 1124960 9631
chr1 1124708 1124960 8844
chr1 1124708 1124960 8791
chr1 1367209 1367761 11584
chr1 1367209 1367761 5701
chr1 1367209 1367761 2481
chr1 1367209 1367761 3143
chr1 1367209 1367761 3291
chr1 1367209 1367761 3355
chr1 1394465 1395315 9171
chr1 1561151 1566952 0
chr1 1561151 1566952 523
chr1 1561151 1566952 591
chr1 1561151 1566952 606
chr1 1561151 1566952 607
chr1 1561151 1566952 1211
chr1 1561151 1566952 1631
chr1 1561151 1566952 1631
chr1 1561151 1566952 2107
chr1 1561151 1566952 2430
chr1 1572050 1572252 2431
chr1 1606169 1607937 2740
chr1 1606169 1607937 1455
chr1 1606169 1607937 1455
chr1 1622954 1625111 6259
chr1 1622954 1625111 6271
chr1 1622954 1625111 7241
chr1 1661100 1661202 2792
chr1 1661100 1661202 6049
chr1 1661100 1661202 6055
chr1 1839789 1840852 5415
chr1 1839789 1840852 5696
chr1 1839789 1840852 5854
chr1 1839789 1840852 5997
chr1 1981500 1982502 30720
chr1 1981500 1982502 4379
chr1 2347400 2348252 50647
chr1 2454900 2458497 47146
chr1 2454900 2458497 44371
chr1 2454900 2458497 43573
chr1 2454900 2458497 25679
chr1 2454900 2458497 24814
chr1 2573283 2575002 9276
chr1 2949650 2950199 11604
chr1 2949650 2950199 35534
chr1 2949650 2950199 35549
chr1 2949650 2950199 35563
chr1 2949650 2950199 35577
chr1 2949650 2950199 35577
chr1 3233050 3233552 78555
